image_path,writer_id
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_32.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_33.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-22\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_32.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_33.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-23\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-24\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-25\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-26\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-27\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_32.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_33.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_34.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-28\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-29\line_24.png,WRITER_A
